datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,rent
2,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,7.575,63,8.9981,0.6931471805599453
4,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,9.09,63,6.0032,1.0986122886681096
5,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,4.92,7.575,68,7.0015,1.6094379124341003
6,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,4.92,7.575,74,7.0015,3.6109179126442243
7,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,4.92,7.575,74,8.9981,4.553876891600541
8,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,7.575,69,11.0014,5.19295685089021
9,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,7.575,64,15.0013,4.61512051684126
10,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,6.56,6.82,69,22.0028,3.7612001156935624
11,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,10.605,51,19.9995,4.060443010546419
12,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,11.365,51,11.0014,4.3694478524670215
13,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,11.365,56,12.998,4.584967478670572
14,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,12.88,52,15.0013,4.1588830833596715
15,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,11.48,13.635,52,16.9979,4.189654742026425
16,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,12.3,14.395,49,16.9979,4.430816798843313
17,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,11.48,13.635,48,15.0013,5.3612921657094255
18,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,12.88,48,12.998,5.209486152841421
19,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,12.88,48,7.0015,4.727387818712341
20,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,12.88,48,7.0015,4.007333185232471
21,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,13.635,64,0.0,3.8918202981106265
22,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,12.88,64,6.0032,3.58351893845611
23,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,11.365,69,6.0032,2.4849066497880004
0,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,12.88,64,0.0,1.9459101490553132
1,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,9.85,74,6.0032,1.9459101490553132
2,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,9.85,74,6.0032,1.0986122886681096
4,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,11.365,48,15.0013,1.0986122886681096
5,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,11.365,47,11.0014,1.3862943611198906
6,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,9.85,47,15.0013,3.5263605246161616
7,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,7.38,9.09,43,12.998,4.48863636973214
8,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,9.09,40,19.9995,5.278114659230518
9,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,9.85,37,22.0028,4.7535901911063645
10,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,9.85,37,22.0028,4.060443010546419
11,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,11.365,33,22.0028,3.8501476017100584
12,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,11.365,33,22.0028,4.382026634673881
13,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,11.48,12.88,30,19.9995,4.276666119016055
14,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,12.3,14.395,28,12.998,4.143134726391533
15,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,12.3,14.395,28,12.998,4.143134726391533
16,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,12.3,15.91,28,6.0032,4.499809670330265
17,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,11.365,38,12.998,5.25227342804663
18,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,12.12,38,8.9981,5.135798437050262
19,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,12.88,38,7.0015,4.890349128221754
20,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,11.365,47,11.0014,4.499809670330265
21,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,9.85,51,12.998,3.784189633918261
22,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,7.38,9.85,55,8.9981,3.7612001156935624
23,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,12.88,47,0.0,2.995732273553991
0,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,7.38,12.12,55,0.0,2.4849066497880004
1,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,11.365,64,0.0,1.6094379124341003
2,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,11.365,64,0.0,1.0986122886681096
4,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,6.56,9.85,64,6.0032,0.6931471805599453
5,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,5.74,9.09,69,6.0032,1.6094379124341003
6,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,5.74,8.335,63,7.0015,3.6109179126442243
7,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,6.56,11.365,59,0.0,4.564348191467836
8,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,11.365,59,0.0,5.393627546352361
9,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,7.38,12.12,51,0.0,4.812184355372417
10,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,12.88,47,0.0,3.828641396489095
11,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,12.88,44,6.0032,4.0943445622221
12,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,14.395,35,0.0,4.442651256490317
13,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,13.635,35,7.0015,4.219507705176107
14,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,11.48,13.635,36,11.0014,4.2626798770413155
15,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,11.48,13.635,36,0.0,4.143134726391533
16,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,12.88,38,11.0014,4.465908118654584
17,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,11.365,51,11.0014,5.153291594497779
18,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,11.365,51,8.9981,5.099866427824199
19,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,12.88,55,6.0032,4.727387818712341
20,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,10.605,51,11.0014,4.248495242049359
21,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,9.02,10.605,55,15.0013,3.8918202981106265
22,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,9.02,10.605,51,19.0012,3.970291913552122
23,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,59,12.998,3.1780538303479458
0,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,64,12.998,2.8903717578961645
1,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,69,15.0013,2.0794415416798357
2,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,69,15.0013,0.6931471805599453
4,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,10.605,69,8.9981,0.6931471805599453
5,3.6881810399355754,4.335778057567098,4.322891690777167,3.815765553115391,9.02,13.635,55,0.0,1.791759469228055
6,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,12.88,69,0.0,3.5553480614894135
7,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,10.605,69,8.9981,4.442651256490317
8,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,9.85,51,16.9979,5.351858133476067
9,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,9.09,47,19.9995,4.90527477843843
10,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,9.85,37,22.0028,4.1588830833596715
11,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,40,15.0013,4.219507705176107
12,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,37,16.9979,4.0943445622221
13,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.09,37,19.0012,4.304065093204169
14,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,40,16.9979,3.9318256327243257
15,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,10.605,37,11.0014,4.290459441148391
16,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,10.605,37,11.0014,4.477336814478207
17,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,12.88,37,0.0,5.236441962829949
18,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,11.365,40,6.0032,4.820281565605037
19,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,9.85,55,6.0032,4.564348191467836
20,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,7.38,10.605,47,7.0015,3.9512437185814275
21,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,7.38,9.85,47,8.9981,3.6888794541139363
22,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,7.38,9.85,43,11.0014,3.6109179126442243
23,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,7.38,9.85,51,11.0014,2.772588722239781
0,3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,7.38,9.85,51,11.0014,3.258096538021482
1,3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,7.38,10.605,55,6.0032,2.833213344056216
2,3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,7.38,12.12,55,0.0,2.833213344056216
3,3.6881810399355754,4.335778057567098,4.368517330514143,3.815765553115391,7.38,9.85,55,11.0014,2.0794415416798357
4,3.6881810399355754,4.335778057567098,4.368517330514143,3.815765553115391,7.38,9.85,55,11.0014,0.6931471805599453
5,3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,6.56,8.335,74,11.0014,1.791759469228055
6,3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,6.56,8.335,74,11.0014,1.0986122886681096
7,3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,6.56,9.09,74,7.0015,2.302585092994046
8,3.6881810399355754,4.335778057567098,4.368517330514143,3.815765553115391,6.56,9.09,93,7.0015,2.772588722239781
9,3.6881810399355754,4.335778057567098,4.368517330514143,3.815765553115391,6.56,9.09,93,7.0015,3.044522437723423
10,3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,7.38,9.85,80,11.0014,4.127134385045092
11,3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,8.2,9.09,69,26.0027,4.143134726391533
12,3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,8.2,9.09,59,23.9994,4.59511985013459
13,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,8.2,9.09,44,22.0028,4.634728988229636
14,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,8.2,8.335,32,32.9975,4.564348191467836
15,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,8.2,8.335,32,30.0026,4.31748811353631
16,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,7.38,6.82,29,30.0026,4.343805421853684
17,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,6.56,6.06,37,36.9974,4.248495242049359
18,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,5.74,6.06,39,19.9995,4.02535169073515
19,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,5.74,6.06,36,16.9979,3.4339872044851463
20,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,4.92,6.06,36,16.9979,3.367295829986474
21,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,4.92,5.305,39,23.9994,3.6375861597263857
22,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,4.92,5.305,36,26.0027,3.5553480614894135
23,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,4.1,3.03,39,30.0026,3.1354942159291497
0,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,4.1,3.79,42,26.0027,3.258096538021482
1,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,4.1,3.03,42,31.0009,2.5649493574615367
2,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,4.1,3.03,46,31.0009,2.4849066497880004
3,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,4.1,3.79,46,27.9993,1.6094379124341003
4,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,3.28,4.545,53,12.998,0.6931471805599453
5,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,3.28,4.545,53,12.998,0.6931471805599453
6,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,4.1,4.545,49,19.0012,0.6931471805599453
7,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,3.28,4.545,53,12.998,1.9459101490553132
8,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,4.1,4.545,49,19.0012,2.3978952727983707
9,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,4.92,3.79,46,35.0008,2.995732273553991
10,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,5.74,5.305,43,26.0027,3.912023005428146
11,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,6.56,6.06,40,35.0008,3.912023005428146
12,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,7.38,6.82,37,30.0026,4.430816798843313
13,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,8.2,8.335,34,30.0026,4.330733340286331
14,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,9.02,9.09,32,31.0009,4.290459441148391
15,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,9.02,9.85,35,23.9994,4.418840607796598
16,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,8.2,8.335,34,30.0026,4.532599493153256
17,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,7.38,7.575,37,26.0027,4.143134726391533
18,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,6.56,6.82,40,22.0028,3.8918202981106265
19,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,6.56,6.82,43,22.0028,3.7376696182833684
20,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,5.74,6.06,46,16.9979,3.6635616461296463
21,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,5.74,5.305,46,27.9993,3.044522437723423
22,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,5.74,6.06,46,19.9995,2.772588722239781
23,3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,4.92,6.82,50,12.998,1.9459101490553132
0,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,4.92,6.06,50,19.0012,1.791759469228055
1,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,4.92,6.06,50,19.0012,0.6931471805599453
2,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,4.92,6.06,50,15.0013,1.3862943611198906
3,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,4.92,6.06,50,15.0013,0.6931471805599453
4,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,4.1,6.06,54,8.9981,1.3862943611198906
5,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,4.1,5.305,54,16.9979,1.3862943611198906
6,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,4.92,6.06,50,19.0012,3.4657359027997265
7,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,4.92,6.06,50,15.0013,4.356708826689592
8,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,4.92,6.06,50,19.0012,5.241747015059643
9,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,5.74,6.06,50,16.9979,4.553876891600541
10,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,5.74,6.06,50,19.9995,3.4657359027997265
11,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,6.56,6.82,47,19.0012,3.4339872044851463
12,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.09,40,19.0012,3.970291913552122
13,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.09,40,19.0012,4.007333185232471
14,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,40,15.0013,3.8712010109078907
15,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,40,15.0013,3.828641396489095
16,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,10.605,40,8.9981,4.31748811353631
17,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,11.365,40,7.0015,5.187385805840755
18,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,9.85,40,15.0013,5.049856007249537
19,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,8.335,47,11.0014,4.564348191467836
20,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,8.335,50,11.0014,4.31748811353631
21,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,6.82,59,12.998,3.6635616461296463
22,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,7.575,59,11.0014,3.2188758248682006
23,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,7.575,59,11.0014,2.9444389791664403
0,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,8.335,59,7.0015,2.5649493574615367
1,3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,7.575,59,11.0014,1.3862943611198906
2,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,6.56,7.575,55,12.998,1.3862943611198906
5,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,6.56,9.09,55,8.9981,1.9459101490553132
6,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,6.56,9.09,55,8.9981,3.332204510175204
7,3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,6.56,11.365,55,0.0,4.605170185988092
